,GDP
2012-10-01,0.006162397219654281
2013-01-01,0.01377582038183256
2013-04-01,0.004823588407667501
2013-07-01,0.013369208723768011
2013-10-01,0.013951025631422809
2014-01-01,0.0003325990382965216
2014-04-01,0.018480058521502585
2014-07-01,0.016178035118006306
2014-10-01,0.006039332555225485
2015-01-01,0.00841964337029566
2015-04-01,0.01190081665551368
2015-07-01,0.006643280512165006
2015-10-01,0.00181943289883435
2016-01-01,0.004913071111745992
2016-04-01,0.009977569259453034
2016-07-01,0.009623271756806773
2016-10-01,0.010359731785420934
2017-01-01,0.009940538931322962
2017-04-01,0.008190346049714137
2017-07-01,0.012979684686250437
2017-10-01,0.017342279521649573
2018-01-01,0.014441493227598912
2018-04-01,0.012337594788238704
2018-07-01,0.010527882858035298
2018-10-01,0.0057117470005589865
2019-01-01,0.009218978299436742
2019-04-01,0.01347190979430124
2019-07-01,0.014808675718697373
2019-10-01,0.009899007733865872
2020-01-01,-0.008331570242660291
2020-04-01,-0.08602602947994242
2020-07-01,0.08387206371622113
2020-10-01,0.017479734513974776
2021-01-01,0.02651758974297458
2021-04-01,0.03232864080692188
2021-07-01,0.023476677596455886
2021-10-01,0.034072537606782305
2022-01-01,0.01744800824274151
2022-04-01,0.0239074352247286
2022-07-01,0.018201034136984262
2022-10-01,0.01635269038270515
2023-01-01,0.016520328250292593
2023-04-01,0.011456930777171692
2023-07-01,0.01959569832916941
2023-10-01,0.012385244163393594
2024-01-01,0.009922178279294869
2024-04-01,0.015172063391565516
2024-07-01,0.01243207389381773
2024-10-01,0.010567495198241517
2025-01-01,0.007247093740932797
2025-04-01,0.01465850850439665
2025-07-01,0.01988570418439295
2025-10-01,0.010380647590800152
2026-01-01,0.013708790594206377
