date,Atlanta,Boston,Chicago,Cleveland,Dallas,KC,Minneapolis,National,NY,Philadelphia,Richmond,SF,SL,Consensus
1984-09,0.23809524,0.1,-0.53488372,-0.2,-0.48717949,-0.02702703,-0.15,0.12,0.30769231,0.36842105,0.46153846,-0.45833333,0.0,-0.03180638
1984-10,0.17948718,0.4375,-0.36363636,-0.17948718,-0.41935484,-0.09090909,0.21052632,0.0,-0.08333333,0.33333333,-0.05882353,-0.46938776,0.11111111,-0.03274785
1984-12,0.31578947,-0.6,-0.25490196,-0.20754717,-0.23809524,-0.06666667,0.02564103,0.07317073,-0.4,0.375,0.47368421,-0.06382979,-0.15384615,-0.06623102
1985-01,0.1627907,0.1875,-0.34883721,-0.06382979,-0.20930233,-0.03030303,0.11764706,0.38461538,0.0,0.68,-0.27272727,0.07317073,0.0,0.02467574
1985-03,0.27777778,-0.04347826,-0.33333333,0.08571429,-0.21052632,0.1,0.29032258,0.15384615,0.18518519,0.76,0.31034483,-0.10526316,-0.2173913,0.09161269
1985-05,-0.04761905,-0.40740741,-0.19047619,-0.04545455,-0.56097561,0.38461538,-0.26315789,0.0,0.11111111,0.74193548,0.17948718,-0.09677419,-0.15384615,-0.02904682
1985-06,-0.2173913,0.09677419,-0.2,-0.14285714,-0.2,-0.0625,-0.33333333,-0.25,-0.22580645,0.29032258,0.24137931,-0.15151515,-0.2,-0.09207727
1985-08,0.25714286,0.38461538,-0.24,-0.20930233,-0.41176471,-0.03030303,-0.23529412,-0.28888889,-0.28571429,0.35483871,-0.03448276,-0.17647059,0.11111111,-0.04296865
1985-09,0.12820513,0.18181818,-0.21052632,-0.27659574,-0.1627907,0.03448276,-0.2972973,-0.11538462,-0.4,0.46153846,0.30769231,-0.39393939,0.16666667,-0.0383955
1985-10,0.23809524,-0.2,-0.12727273,-0.2,-0.38461538,0.17241379,-0.125,0.0,0.07142857,0.56521739,-0.09090909,-0.22580645,0.03225806,-0.02284922
1985-12,-0.35135135,-0.28205128,-0.0952381,-0.07692308,-0.67567568,0.08571429,-0.17241379,0.0,-0.11111111,0.21428571,0.47826087,-0.35483871,0.36,-0.08177852
1986-01,0.04761905,0.62962963,-0.28888889,0.45,-0.63636364,0.42857143,0.28,-0.14285714,0.10344828,0.5,0.23076923,0.0,0.11111111,0.15465802
1986-03,0.29411765,0.18518519,0.08108108,0.15789474,-0.63636364,0.52,0.14285714,0.04545455,-0.41666667,0.48387097,0.09677419,-0.5,0.04347826,0.03768574
1986-05,0.02857143,0.22222222,0.07317073,-0.15,-0.56756757,,-0.48571429,-0.0212766,0.42857143,0.56756757,0.48148148,0.17647059,0.35714286,0.1029015
1986-06,0.24324324,0.05,0.10204082,-0.06666667,-0.67567568,0.04,0.20930233,-0.2,-0.06666667,0.61290323,-0.12,-0.03030303,0.16129032,0.03828899
1986-08,-0.09090909,-0.08333333,-0.28,0.07317073,-0.82352941,-0.31428571,0.35483871,-0.13513514,0.16666667,0.2,-0.26666667,0.12,0.16666667,-0.06478179
1986-09,-0.18181818,0.08571429,-0.24528302,-0.22222222,-0.4,0.0,0.43589744,-0.08333333,0.0,0.21212121,-0.25925926,-0.11111111,0.04,-0.05383007
1986-10,-0.04761905,0.03703704,-0.24528302,0.11111111,-0.125,-0.09090909,0.41176471,0.05882353,0.28,0.25714286,0.07692308,0.24137931,0.21428571,0.09340272
1986-12,0.06666667,0.09090909,-0.09090909,0.11764706,-0.33333333,-0.35294118,-0.14285714,0.36363636,0.3,0.41176471,0.25,0.27272727,0.33333333,0.07691728
1987-01,0.37777778,0.35294118,-0.14814815,0.13513514,-0.25,0.21428571,0.27777778,0.30769231,0.28571429,0.40540541,0.44,0.04,0.3125,0.20361576
1987-03,0.40909091,0.5,0.17241379,0.17241379,-0.37142857,0.0,0.31428571,-0.02040816,-0.33333333,0.6969697,0.38461538,-0.38461538,-0.14285714,0.11812957
1987-05,0.07692308,0.10526316,0.2173913,0.3125,-0.14285714,0.11764706,0.38461538,0.30232558,0.12,0.11111111,0.64285714,0.0625,0.16129032,0.18077012
1987-06,0.23809524,0.10344828,0.02564103,0.25,-0.31428571,-0.03030303,0.2195122,-0.14814815,-0.31034483,0.41463415,0.08333333,-0.23076923,-0.07692308,0.03100319
1987-08,0.23076923,0.24137931,0.38095238,-0.07317073,-0.09090909,-0.05882353,0.58974359,0.09090909,-0.07692308,0.16666667,0.11111111,-0.03225806,0.13333333,0.12682259
1987-09,0.5,0.28571429,0.02222222,-0.11111111,0.26315789,0.11764706,0.35294118,0.19148936,-0.16666667,0.15151515,-0.05882353,-0.125,-0.35714286,0.07287114
1987-10,0.47826087,0.23076923,0.35,0.125,-0.35135135,-0.03030303,0.45454545,0.14285714,0.07142857,0.51724138,0.14285714,0.06666667,-0.15789474,0.15810168
1987-12,-0.33333333,-0.0625,0.06976744,-0.22580645,-0.21212121,-0.05882353,0.09090909,0.0,-0.13043478,0.0,-0.11111111,-0.33333333,-0.33333333,-0.13667671
1988-01,0.12195122,0.03225806,0.26315789,0.33333333,-0.35,0.0,0.51515152,-0.17647059,-0.53846154,0.17241379,0.45454545,0.1875,-0.0625,0.09411248
1988-03,0.44444444,0.33333333,0.44444444,0.26666667,-0.35294118,-0.21428571,-0.15151515,0.31578947,0.14285714,0.35,0.24137931,0.0,0.26666667,0.1475875
1988-05,0.48717949,,0.43589744,0.45454545,0.08108108,0.17647059,0.45454545,0.36585366,-0.24137931,0.2,0.58823529,-0.0952381,0.4375,0.2708034
1988-06,-0.08695652,0.14285714,0.05555556,-0.09090909,-0.42105263,0.0625,0.48387097,0.0,-0.33333333,0.12,0.35135135,-0.5,-0.33333333,-0.04578749
1988-08,0.28205128,-0.11111111,0.27272727,0.27272727,-0.31428571,-0.06666667,0.2,0.01886792,-0.16666667,0.62162162,0.38888889,0.2972973,-0.61538462,0.08843324
1988-09,0.24444444,-0.15384615,0.08333333,-0.07142857,-0.36842105,-0.03703704,0.15151515,-0.0877193,-0.18518519,0.13333333,0.03030303,-0.2195122,-0.31428571,-0.05889888
1988-10,-0.02439024,-0.36842105,-0.21212121,0.29032258,-0.14285714,0.11111111,0.31428571,-0.14285714,-0.03448276,0.5,-0.2,0.04761905,-0.09677419,0.01535765
1988-11,-0.14285714,0.08108108,0.08571429,0.44827586,-0.42105263,-0.09090909,0.42105263,-0.11111111,-0.30769231,0.38888889,0.14285714,-0.28888889,0.0,0.02637249
1989-01,-0.14285714,0.18181818,0.19047619,0.37931034,-0.35483871,0.125,0.25,0.08108108,0.15789474,0.0,0.14285714,0.35135135,-0.26666667,0.08452879
1989-03,0.23529412,0.0,0.2,0.14285714,-0.0952381,0.0,0.33333333,-0.4,0.11111111,0.1875,-0.06666667,-0.14893617,0.04,0.07827123
1989-05,-0.33333333,-0.48387097,0.02439024,-0.07692308,-0.17073171,0.11111111,0.2,0.05263158,-0.46153846,0.0,-0.13043478,-0.1,0.03448276,-0.11557068
1989-06,-0.42857143,-0.2,-0.12820513,-0.22580645,0.02702703,-0.4,0.17647059,-0.07317073,-0.23076923,-0.35294118,0.04761905,-0.05,-0.5,-0.18876473
1989-08,-0.5483871,-0.33333333,-0.02325581,-0.24137931,0.11111111,-0.31707317,-0.07142857,-0.17073171,-0.21212121,-0.3125,0.0,-0.08571429,-0.33333333,-0.19728458
1989-09,-0.23529412,-0.40740741,-0.09090909,-0.14285714,-0.0952381,0.02702703,0.16666667,-0.02702703,-0.03703704,-0.16129032,0.26829268,0.36842105,-0.22580645,-0.04711935
1989-11,-0.48148148,0.12,0.07692308,-0.4,0.0,0.41176471,0.26315789,-0.04761905,-0.2,-0.37142857,-0.08571429,0.2,-0.48148148,-0.07902168
1989-12,-0.5,-0.42857143,-0.07142857,-0.06666667,-0.25,0.25714286,0.40540541,0.08108108,-0.35714286,-0.23076923,-0.36842105,-0.11627907,-0.5625,-0.19076922
1990-01,-0.57142857,0.03448276,0.27777778,-0.2,0.06976744,0.22580645,0.4,-0.10204082,-0.5,-0.10344828,-0.2,0.20833333,-0.10344828,-0.03851311
1990-03,-0.36842105,-0.2173913,0.14285714,-0.03448276,0.2,-0.13333333,-0.33333333,-0.39622642,-0.5483871,-0.53333333,-0.26666667,0.0,-0.18518519,-0.18980641
1990-05,-0.05555556,-0.4375,0.04347826,-0.45,0.0,-0.07692308,0.05555556,-0.14285714,-0.33333333,0.21212121,0.24137931,0.04545455,-0.51724138,-0.10604704
1990-06,-0.26666667,-0.44827586,-0.41463415,-0.16666667,-0.02222222,0.0625,0.14285714,-0.1372549,-0.42857143,-0.5,-0.03703704,0.2195122,-0.7037037,-0.2135757
1990-08,-0.28205128,-0.1875,0.02222222,-0.03448276,-0.02325581,0.0,0.14285714,-0.26530612,-0.33333333,-0.5,-0.25,-0.22580645,-0.5,-0.18094586
1990-09,-0.51724138,-0.47058824,-0.31818182,-0.21052632,0.12,-0.27272727,0.27777778,-0.4,-0.58823529,-0.86206897,-0.63636364,-0.2,-0.52,-0.34984626
1990-10,-0.65517241,-0.30769231,-0.07692308,-0.41176471,-0.22727273,-0.10344828,-0.14285714,-0.54545455,-0.62962963,-0.84615385,-0.38461538,-0.26315789,-0.52941176,-0.38150826
1990-12,-0.6,-0.44827586,-0.52380952,-0.38461538,0.0212766,-0.13513514,0.1,-0.30434783,-0.65517241,-0.66666667,-0.44444444,-0.48837209,-0.16129032,-0.3655421
1991-01,-0.41176471,-0.5483871,-0.41935484,-0.15151515,-0.13636364,-0.62162162,-0.12195122,-0.66666667,-0.52,-0.65517241,-0.42857143,-0.68,-0.48387097,-0.43154776
1991-03,-0.3,-0.16129032,-0.3877551,-0.2972973,0.0,-0.21428571,-0.22222222,-0.20930233,-0.33333333,-0.05882353,-0.45,-0.51111111,-0.45945946,-0.28296484
1991-05,-0.25714286,-0.38888889,-0.2,0.14285714,-0.45833333,0.25,-0.0625,-0.12,-0.15384615,-0.04,0.76470588,-0.15,-0.05882353,-0.05099764
1991-06,0.08108108,0.0,-0.16363636,-0.03030303,0.39130435,0.09677419,0.28205128,-0.12,-0.15789474,-0.13333333,0.02857143,0.07692308,-0.27272727,0.01656756
1991-08,-0.05882353,-0.05263158,-0.04347826,-0.35483871,-0.16981132,0.44827586,0.17647059,-0.19148936,-0.04347826,-0.08571429,0.05555556,-0.125,-0.33333333,-0.04890061
1991-09,-0.31914894,-0.51515152,0.09803922,-0.125,-0.36363636,-0.17241379,-0.16666667,-0.43478261,-0.13333333,-0.08333333,0.17241379,-0.54166667,0.0,-0.17915813
1991-10,-0.1627907,-0.4,-0.25,-0.17647059,-0.10638298,-0.15151515,0.0952381,-0.38461538,-0.30434783,-0.375,-0.2,-0.71428571,-0.14285714,-0.240701
1991-12,-0.33333333,-0.5,-0.28301887,-0.13636364,-0.2,0.03030303,0.05882353,-0.42307692,-0.35714286,0.0,-0.30769231,-0.45454545,0.0,-0.20691416
1992-01,-0.12195122,-0.46153846,-0.14285714,-0.06666667,-0.44680851,-0.13513514,0.09090909,-0.1372549,-0.38461538,0.2,-0.11764706,-0.45945946,0.0,-0.17048083
1992-03,0.36842105,-0.03030303,0.41463415,0.23076923,0.06122449,0.09677419,0.37777778,0.08108108,-0.03703704,0.15,0.64285714,-0.12195122,0.33333333,0.20720834
1992-05,0.35483871,-0.35714286,0.41463415,0.58974359,0.20754717,0.07142857,0.31707317,-0.04166667,0.1875,0.16129032,0.6,-0.30232558,0.46153846,0.22551048
1992-06,0.47368421,-0.28,0.44680851,0.48148148,0.33333333,0.26666667,0.14285714,0.25,0.15384615,0.30434783,0.25925926,-0.09090909,0.2,0.22428129
1992-08,-0.03703704,-0.28,0.34615385,0.17241379,0.24137931,0.25,-0.05555556,0.07692308,0.24137931,-0.18518519,0.23529412,-0.24528302,0.0,0.0569633
1992-09,-0.08108108,-0.22580645,0.08695652,-0.03225806,0.31914894,0.51351351,0.41935484,-0.11904762,0.18181818,0.33333333,0.33333333,-0.22222222,0.28,0.1588409
1992-11,0.13333333,0.0,0.0,0.24137931,-0.23076923,0.66666667,0.33333333,0.09090909,0.18181818,0.17241379,0.02439024,-0.30612245,0.18518519,0.11680236
1992-12,0.42857143,0.11111111,0.32075472,0.44,0.39534884,0.6969697,0.36842105,0.0,0.21428571,0.28,0.5,-0.16,0.44827586,0.3369782
1993-01,0.8125,-0.11111111,0.72222222,0.17647059,0.2,0.33333333,0.4,0.09090909,0.0,0.53333333,0.37142857,-0.2173913,0.4375,0.30485714
1993-03,0.15384615,0.03448276,0.53488372,0.62962963,0.20930233,0.14285714,-0.2,0.35714286,0.07692308,0.47058824,0.31578947,0.10526316,0.2,0.22279714
1993-05,0.56521739,-0.09090909,-0.04166667,-0.03030303,-0.26923077,0.48571429,0.4893617,0.20754717,-0.08571429,0.41935484,0.5,-0.02325581,0.06666667,0.16543627
1993-06,0.25,0.0,0.40425532,0.21212121,0.27272727,0.42857143,0.51111111,0.07692308,0.14285714,-0.23529412,0.2,-0.23404255,-0.15151515,0.15006597
1993-08,0.0,-0.07692308,0.0212766,0.09677419,-0.02325581,0.41176471,0.17073171,0.0,0.17241379,-0.2173913,-0.09090909,0.0,-0.4,0.00537348
1993-09,-0.04,-0.10344828,0.31914894,0.11111111,0.48,0.33333333,0.25,0.30769231,-0.16666667,0.21428571,0.21212121,0.09090909,-0.07142857,0.13578049
1993-11,-0.35483871,0.11111111,0.04545455,0.03225806,0.28571429,0.54285714,0.28,0.40740741,0.0,0.55555556,0.45945946,0.29166667,-0.0625,0.18222818
1993-12,0.46153846,0.03225806,0.43589744,0.2173913,0.41666667,0.41176471,0.48571429,0.26923077,0.2,0.5483871,0.66666667,0.16666667,0.31707317,0.36333538
1994-01,0.6875,-0.17647059,0.33333333,0.44444444,0.26086957,0.33333333,0.41463415,0.03448276,-0.11111111,0.72727273,0.29032258,0.17391304,0.4375,0.31796179
1994-03,0.11764706,0.0,0.3015873,0.28571429,0.24528302,0.03225806,0.16666667,0.13207547,-0.47368421,0.02325581,0.4,0.16666667,-0.46666667,0.06656067
1994-05,0.41176471,-0.07692308,0.14285714,0.11111111,0.23809524,0.375,0.19230769,0.41666667,0.44827586,0.71428571,0.53488372,0.46666667,0.3125,0.32256873
1994-06,-0.02857143,0.33333333,-0.31914894,0.0,0.07407407,0.10526316,0.37777778,0.03225806,-0.08571429,0.16666667,0.23529412,0.43478261,0.27777778,0.13096124
1994-08,0.31818182,0.07142857,0.08,0.38888889,0.19298246,0.27272727,0.40350877,0.13513514,-0.0625,0.03448276,0.3125,0.39130435,0.31428571,0.22648255
1994-09,0.2173913,-0.17241379,-0.08695652,0.28,-0.14285714,-0.03030303,0.5862069,0.12903226,-0.04,0.53846154,0.29411765,0.20833333,-0.23076923,0.11843425
1994-11,0.05555556,0.31034483,0.20754717,0.15151515,0.0,0.28571429,0.58730159,-0.01886792,-0.33333333,0.40540541,0.0625,0.11627907,0.125,0.16448581
1994-12,0.05882353,0.0,0.13636364,0.16129032,-0.04347826,0.18918919,0.2962963,0.3220339,0.0,0.55555556,0.1875,0.10526316,0.03448276,0.14010718
1995-01,0.15555556,0.36,0.2195122,0.07142857,0.24,0.27272727,0.02564103,0.20689655,-0.33333333,0.14285714,0.21212121,0.29411765,0.14285714,0.15029037
1995-03,-0.1,-0.21212121,0.2962963,-0.27272727,0.26315789,0.11764706,-0.16666667,-0.18367347,0.03703704,-0.08571429,0.35714286,0.21568627,0.03448276,0.04035173
1995-05,-0.23076923,0.09090909,0.11627907,-0.06666667,0.01886792,-0.09677419,0.11538462,-0.17073171,-0.16666667,-0.6,0.03225806,-0.07692308,-0.05555556,-0.07663805
1995-06,0.05882353,-0.07142857,0.38461538,-0.23076923,0.02040816,-0.25,0.09090909,-0.23809524,0.12,-0.66666667,-0.125,-0.1,-0.375,-0.09534236
1995-08,0.41463415,-0.24137931,0.14285714,0.1875,-0.19047619,0.39393939,0.21428571,0.01754386,-0.14285714,0.28571429,0.26315789,0.05263158,-0.26666667,0.0927784
1995-09,0.33333333,-0.24137931,0.13043478,0.2,0.10638298,-0.09090909,0.05263158,0.05,-0.4,0.48148148,-0.27777778,0.16666667,-0.06666667,0.03284983
1995-11,0.17647059,-0.35483871,0.25581395,-0.46666667,0.13043478,-0.29032258,0.31914894,-0.07317073,-0.25925926,-0.11111111,0.13333333,0.22580645,-0.48387097,-0.06042177
1995-12,0.57575758,-0.03448276,0.17391304,-0.05882353,-0.02325581,-0.125,0.18181818,-0.11111111,-0.37142857,0.2,-0.08571429,0.29032258,-0.23529412,0.04065103
1996-01,0.15,-0.02857143,0.05882353,0.08571429,0.25628141,-0.05882353,-0.26530612,-0.17647059,-0.40740741,-0.2173913,-0.1875,-0.09090909,0.5,-0.01709081
1996-03,0.15789474,0.10526316,0.23076923,0.03448276,-0.18811881,0.05555556,-0.2962963,0.1875,0.3125,0.35294118,0.45945946,0.1875,-0.1875,0.10203758
1996-05,0.17391304,0.35714286,0.06666667,0.46153846,0.14285714,0.05263158,0.23404255,-0.05263158,-0.27272727,0.42857143,0.29411765,0.28571429,0.03030303,0.18789762
1996-06,0.39534884,0.06666667,0.17391304,-0.17241379,0.13043478,0.47368421,0.28205128,0.11111111,0.36585366,0.31034483,-0.08,0.41935484,-0.14285714,0.18519843
1996-08,-0.22580645,0.35483871,-0.1627907,0.17241379,-0.25581395,0.37142857,0.375,-0.01818182,0.25,0.09090909,-0.07407407,0.42857143,0.0,0.1103897
1996-09,0.31034483,0.40540541,-0.0952381,-0.09677419,0.0952381,0.08108108,0.45833333,-0.05555556,0.21052632,0.38888889,0.0,0.23529412,-0.11764706,0.15628773
1996-10,0.35135135,0.0625,-0.07692308,-0.04761905,0.04265403,0.12,0.29166667,0.1025641,0.31707317,-0.28571429,0.04347826,0.44444444,0.04,0.10857596
1996-12,0.125,0.45945946,0.13043478,-0.21212121,0.1372549,0.26666667,0.39393939,0.15789474,0.0,0.28,0.2,0.48387097,0.16666667,0.20259764
1997-01,0.47058824,0.16666667,-0.0212766,-0.25,0.2195122,0.03225806,0.11627907,0.1884058,0.38888889,0.11111111,-0.2962963,0.24137931,0.4,0.13159255
1997-03,0.26315789,0.17073171,-0.27272727,0.02564103,0.08,0.7037037,0.28205128,-0.07936508,0.41935484,0.375,0.08,0.66666667,-0.02702703,0.23054607
1997-05,0.23529412,0.47368421,0.09803922,-0.03225806,0.17391304,0.38461538,0.18181818,0.12820513,-0.44444444,0.21428571,0.14285714,0.46341463,-0.33333333,0.12982382
1997-06,0.02439024,0.21212121,-0.03703704,-0.16129032,0.0,0.44827586,0.0,-0.18072289,0.25,0.35294118,0.0212766,0.14285714,-0.21052632,0.08691738
1997-08,0.15789474,0.26315789,0.11864407,0.06666667,0.43478261,0.33333333,0.13043478,0.15789474,0.21212121,0.375,0.02325581,0.08108108,0.07142857,0.1889834
1997-09,0.28205128,0.41935484,0.22807018,0.08108108,0.34693878,0.22580645,0.39393939,0.125,0.29411765,0.76,0.19047619,0.28205128,0.02857143,0.29437155
1997-10,0.26829268,0.39393939,-0.03846154,0.07692308,0.2,0.2,0.36585366,0.1884058,-0.02857143,-0.29032258,0.12,0.23076923,0.0,0.12486854
1997-12,0.17948718,0.11111111,0.26086957,0.25,-0.14893617,0.42857143,0.07317073,-0.14285714,0.27272727,0.27272727,0.15555556,0.10526316,-0.05882353,0.15847696
1998-01,0.05882353,0.09090909,-0.10204082,0.36842105,-0.09803922,0.15789474,0.17647059,-0.12643678,-0.12195122,0.25,0.0,0.07317073,0.0,0.07113821
1998-03,0.42857143,0.05,0.16981132,0.48387097,-0.21311475,0.21212121,0.04,0.04109589,0.42222222,0.42857143,-0.06122449,-0.2195122,0.0,0.14510976
1998-05,0.5,0.3,0.28301887,0.41935484,0.06382979,0.11111111,-0.21568627,-0.03448276,0.33333333,0.21212121,0.16666667,0.14285714,-0.21052632,0.1755067
1998-06,0.39534884,0.15789474,0.42372881,0.27272727,-0.19047619,0.40540541,0.27272727,0.13924051,0.33333333,0.57142857,0.37037037,0.02857143,0.77777778,0.31823647
1998-08,-0.17073171,0.0,-0.13207547,0.13636364,-0.2,0.13513514,0.0,-0.03333333,0.38888889,0.09090909,0.04545455,0.0,0.0,0.02449534
1998-09,0.0625,0.05882353,-0.01754386,-0.02325581,-0.61403509,-0.25581395,-0.14705882,-0.19148936,-0.13513514,-0.02702703,-0.45,-0.31578947,0.15151515,-0.14273504
1998-11,-0.20930233,-0.36585366,-0.01639344,0.23529412,-0.62068966,-0.05,-0.11111111,-0.27027027,-0.43589744,-0.11111111,-0.09090909,-0.44186047,-0.31428571,-0.21100999
1998-12,-0.21052632,-0.02702703,-0.1,-0.21052632,-0.36666667,-0.19047619,0.19047619,-0.22580645,0.17948718,0.15555556,0.39130435,-0.2,0.11764706,-0.02256268
1999-01,0.0,-0.21052632,0.12727273,0.17647059,0.06122449,-0.13043478,0.10638298,-0.14754098,0.24324324,0.67741935,-0.02040816,-0.27272727,0.10526316,0.07193167
1999-03,0.38888889,0.1875,-0.05660377,0.25714286,-0.13793103,-0.02222222,0.31914894,0.13924051,0.62162162,0.76470588,0.23076923,-0.02702703,0.11111111,0.21975871
1999-05,-0.02222222,0.31428571,0.07407407,-0.03448276,,0.20930233,0.125,0.22666667,0.38888889,0.6,0.55,0.39393939,-0.26666667,0.2120108
1999-06,0.21052632,0.11764706,0.27659574,0.25581395,0.125,0.16,0.0,-0.15217391,-0.31707317,0.6,0.28888889,0.23529412,0.27272727,0.18545168
1999-08,0.36585366,0.03225806,0.16,0.0,0.17647059,-0.1627907,-0.07317073,-0.0617284,-0.05,0.09090909,0.18181818,0.19047619,0.0,0.07598536
1999-09,0.29411765,0.35,0.0,0.27777778,0.27272727,0.10526316,0.22807018,-0.11363636,-0.02564103,0.22033898,-0.20754717,0.08571429,0.09677419,0.14146627
1999-11,-0.05555556,-0.03225806,-0.18518519,0.02222222,-0.14285714,-0.11111111,0.20930233,0.15492958,-0.44444444,0.18918919,0.09090909,0.05263158,-0.08571429,-0.04107262
1999-12,-0.13513514,0.2,-0.04545455,0.03571429,0.0877193,0.08108108,0.14285714,0.08474576,-0.23529412,0.10526316,0.13043478,0.2,-0.22222222,0.02874698
2000-01,0.4,0.28571429,-0.25,0.125,0.17460317,0.0625,0.24,-0.01694915,-0.12820513,0.24324324,0.27272727,0.24324324,-0.07692308,0.13265858
2000-03,0.02439024,0.31707317,0.1372549,-0.02222222,-0.19298246,0.2173913,0.43396226,0.1372549,0.06666667,0.33333333,0.14285714,0.02564103,-0.15151515,0.11098752
2000-05,-0.15789474,0.08333333,-0.08,0.42857143,0.07936508,0.17948718,0.39622642,0.05454545,-0.2972973,0.11627907,0.19148936,0.09090909,-0.26315789,0.06394259
2000-06,0.06666667,0.09090909,0.01818182,-0.19047619,0.13432836,-0.02564103,0.70731707,-0.13333333,-0.18918919,-0.21428571,0.02439024,0.11764706,-0.31707317,0.01856458
2000-08,-0.18181818,-0.0952381,-0.0877193,-0.04166667,0.06666667,-0.05660377,0.07692308,-0.46153846,-0.19047619,-0.39622642,-0.34782609,-0.04347826,-0.13513514,-0.1193832
2000-09,-0.29411765,0.19148936,-0.16,-0.4,-0.03571429,-0.11627907,0.07692308,-0.06024096,0.04347826,0.2,0.15555556,0.02325581,-0.31578947,-0.05259987
2000-11,-0.46341463,-0.4,0.12280702,-0.38888889,-0.19402985,-0.17948718,-0.02222222,-0.22077922,-0.07692308,-0.30434783,0.15555556,0.09090909,-0.4,-0.17167017
2000-12,-0.23809524,-0.06666667,-0.44680851,-0.38888889,-0.37704918,-0.07692308,0.0,-0.38095238,0.05263158,0.23404255,-0.23404255,0.07317073,-0.26086957,-0.1441249
2001-01,-0.36363636,-0.34883721,-0.6,-0.70588235,-0.5,-0.33333333,0.03846154,-0.38317757,-0.11627907,-0.43589744,-0.36170213,-0.59090909,-0.42222222,-0.39501981
2001-03,-0.20930233,-0.45,-0.3877551,-0.26315789,-0.40298507,-0.33333333,-0.22807018,-0.125,-0.0952381,-0.13636364,0.15555556,-0.42857143,-0.51515152,-0.27453109
2001-05,-0.12820513,-0.5,-0.35483871,-0.2195122,-0.51612903,-0.15555556,-0.26923077,-0.17647059,-0.0952381,0.04545455,0.0,-0.72727273,-0.28205128,-0.26688158
2001-06,-0.34883721,-0.72093023,-0.40909091,-0.34615385,-0.30864198,-0.26315789,-0.32142857,-0.375,0.0,-0.36585366,-0.15555556,-0.76744186,-0.29032258,-0.35811786
2001-08,-0.38095238,-0.6,-0.35849057,-0.46341463,-0.46341463,-0.2,-0.23636364,-0.43283582,-0.24528302,-0.54545455,-0.47826087,-0.77272727,0.02702703,-0.39311121
2001-09,-0.36842105,-0.38461538,-0.20754717,-0.28571429,-0.45,-0.33333333,-0.01754386,-0.3015873,-0.40909091,-0.2173913,-0.20754717,-0.66666667,-0.25581395,-0.31697376
2001-10,-0.66666667,-0.27777778,-0.45714286,-0.18918919,-0.59223301,-0.66666667,-0.5,-0.49253731,-0.66666667,-0.36585366,-0.35849057,-0.46666667,-0.46666667,-0.47283503
2001-11,-0.31578947,-0.6,-0.56363636,-0.28571429,-0.46875,-0.47826087,-0.44680851,-0.55263158,-0.30612245,-0.48148148,-0.44680851,-0.77272727,0.31578947,-0.40419248
2002-01,-0.2,-0.17073171,-0.23636364,-0.10204082,-0.54545455,-0.45454545,-0.30612245,-0.41573034,0.06666667,-0.23529412,-0.18367347,-0.37777778,0.0,-0.22877811
2002-03,0.17073171,0.13513514,-0.08,0.05555556,-0.32075472,-0.17647059,-0.12820513,0.07246377,-0.13636364,0.23076923,0.20930233,-0.46666667,0.1,-0.0339139
2002-04,0.0,-0.15384615,-0.1372549,0.25,-0.18518519,0.0,0.52631579,-0.02272727,0.23529412,0.57894737,0.15555556,-0.25,0.05263158,0.08937151
2002-06,-0.36842105,0.18181818,-0.13793103,0.02857143,0.01818182,-0.20833333,0.33333333,0.04109589,0.07317073,0.42105263,0.15,0.15,-0.17073171,0.03922592
2002-07,0.05,-0.11627907,-0.22222222,0.02702703,-0.15942029,-0.12820513,0.25,-0.25233645,-0.04347826,0.24444444,0.07317073,0.13513514,-0.05555556,0.0045514
2002-09,0.26829268,-0.52380952,-0.01886792,-0.02439024,-0.26530612,-0.23809524,0.29411765,0.01149425,0.07692308,0.0,-0.24,-0.38888889,0.0,-0.08833538
2002-10,-0.47368421,0.12195122,-0.51851852,-0.71428571,-0.44444444,-0.2244898,0.0,-0.42857143,-0.08333333,-0.18181818,-0.10638298,-0.3,0.04347826,-0.24012731
2002-11,-0.54545455,-0.17857143,-0.6,-0.19047619,-0.42307692,0.09803922,-0.05263158,-0.41052632,-0.07317073,0.2195122,-0.23636364,-0.47619048,-0.57894737,-0.25311096
2003-01,-0.40425532,-0.4,-0.27272727,-0.2,-0.5,-0.41666667,-0.02325581,-0.28571429,-0.20930233,0.07692308,0.0,-0.40909091,0.05555556,-0.22523497
2003-03,-0.11111111,-0.5,-0.22807018,-0.39534884,-0.19047619,-0.02222222,0.05882353,-0.25581395,-0.52,-0.23404255,0.01886792,-0.22727273,-0.41463415,-0.23045721
2003-04,-0.45945946,-0.35,-0.35483871,0.04545455,-0.3030303,-0.08,-0.02439024,-0.2244898,-0.16666667,-0.45945946,-0.18367347,-0.43589744,-0.15151515,-0.24362303
2003-06,-0.33333333,-0.14893617,-0.37313433,-0.31707317,-0.2173913,0.27659574,0.18181818,-0.25,0.38095238,-0.26086957,-0.2173913,-0.38461538,-0.14285714,-0.12968628
2003-07,-0.04761905,-0.07317073,-0.16666667,-0.06976744,-0.36470588,0.33333333,0.5,-0.05747126,0.28571429,0.30232558,-0.05882353,-0.08108108,-0.03030303,0.04410298
2003-09,-0.02325581,0.07692308,-0.1147541,-0.13207547,-0.02439024,0.26530612,0.08695652,0.18987342,0.31818182,0.26086957,0.04761905,0.36842105,0.33333333,0.12192791
